,location,bhk,total_area,bath,balcony,price,price_per_sqft
359,Akshaya Nagar,3,1410.0,2.0,2.0,375000.0,265.9574468085106
360,Akshaya Nagar,3,1360.0,2.0,2.0,425000.0,312.5
361,Akshaya Nagar,3,1600.0,2.0,2.0,325000.0,203.125
362,Akshaya Nagar,3,1410.0,2.0,2.0,400000.0,283.68794326241135
363,Akshaya Nagar,3,1662.0,3.0,2.0,425000.0,255.71600481347772
365,Akshaya Nagar,3,1662.0,3.0,2.0,427500.0,257.2202166064982
366,Akshaya Nagar,2,1280.0,2.0,1.0,300000.0,234.375
367,Akshaya Nagar,3,1666.0,3.0,1.0,475000.0,285.1140456182473
368,Akshaya Nagar,3,1575.0,3.0,1.0,450000.0,285.7142857142857
369,Akshaya Nagar,3,1430.0,2.0,2.0,375000.0,262.23776223776224
370,Akshaya Nagar,3,1419.0,2.0,3.0,365000.0,257.2233967582805
371,Akshaya Nagar,2,1280.0,2.0,1.0,300000.0,234.375
372,Akshaya Nagar,2,1200.0,2.0,1.0,250000.0,208.33333333333334
373,Akshaya Nagar,2,1092.0,2.0,1.0,300000.0,274.72527472527474
374,Akshaya Nagar,3,1690.0,3.0,2.0,425000.0,251.4792899408284
375,Akshaya Nagar,3,1700.0,3.0,1.0,400000.0,235.2941176470588
376,Akshaya Nagar,3,1897.0,4.0,2.0,465000.0,245.12387981022667
377,Akshaya Nagar,3,1884.0,3.0,3.0,490000.0,260.08492569002124
378,Akshaya Nagar,2,1314.0,2.0,2.0,344000.0,261.79604261796044
379,Akshaya Nagar,3,1690.0,3.0,2.0,425000.0,251.4792899408284
380,Akshaya Nagar,2,1265.0,2.0,3.0,335000.0,264.82213438735175
381,Akshaya Nagar,2,1126.0,2.0,1.0,275000.0,244.22735346358792
382,Akshaya Nagar,3,2300.0,4.0,3.0,510000.0,221.7391304347826
383,Akshaya Nagar,3,1662.0,3.0,1.0,450000.0,270.7581227436823
384,Akshaya Nagar,3,1420.0,2.0,2.0,375000.0,264.0845070422535
385,Akshaya Nagar,3,1412.0,2.0,3.0,440000.0,311.61473087818695
386,Akshaya Nagar,3,1434.0,3.0,3.0,420000.0,292.88702928870293
387,Akshaya Nagar,3,1890.0,4.0,2.0,500000.0,264.55026455026456
388,Akshaya Nagar,3,2650.0,3.0,2.0,625000.0,235.8490566037736
389,Akshaya Nagar,3,1419.0,2.0,3.0,435000.0,306.553911205074
390,Akshaya Nagar,2,1300.0,2.0,1.0,270000.0,207.69230769230768
391,Akshaya Nagar,3,1690.0,3.0,2.0,425000.0,251.4792899408284
392,Akshaya Nagar,2,1113.0,2.0,1.0,260000.0,233.60287511230908
393,Akshaya Nagar,3,1820.0,4.0,2.0,475000.0,260.989010989011
394,Akshaya Nagar,2,1100.0,2.0,2.0,240000.0,218.1818181818182
395,Akshaya Nagar,3,1896.0,3.0,2.0,510000.0,268.9873417721519
396,Akshaya Nagar,2,1300.0,2.0,2.0,330000.0,253.84615384615384
397,Akshaya Nagar,2,1225.0,2.0,0.0,340000.0,277.55102040816325
398,Akshaya Nagar,2,1179.0,2.0,1.0,255000.0,216.28498727735368
399,Akshaya Nagar,3,1421.0,2.0,2.0,365000.0,256.8613652357495
400,Akshaya Nagar,3,1893.0,4.0,2.0,475000.0,250.92445853143158
401,Akshaya Nagar,2,900.0,2.0,1.0,225000.0,250.0
402,Ambalipura,2,1105.0,2.0,1.0,375000.0,339.3665158371041
403,Ambalipura,3,1800.0,3.0,3.0,550000.0,305.55555555555554
404,Ambalipura,2,1150.0,2.0,2.0,400000.0,347.82608695652175
405,Ambalipura,2,1250.0,2.0,2.0,331250.0,265.0
406,Ambalipura,2,1332.0,2.0,1.0,395000.0,296.54654654654655
407,Ambalipura,3,1730.0,3.0,1.0,600000.0,346.8208092485549
408,Ambalipura,3,3500.0,3.0,1.0,990000.0,282.85714285714283
409,Ambalipura,2,1230.0,2.0,2.0,331250.0,269.3089430894309
410,Ambalipura,2,1351.0,2.0,1.0,385000.0,284.9740932642487
411,Ambalipura,4,2550.0,4.0,2.0,745000.0,292.15686274509807
412,Ambalipura,3,1817.0,3.0,3.0,510000.0,280.68244358833243
413,Ambalipura,4,2750.0,4.0,1.0,710000.0,258.1818181818182
414,Ambalipura,2,1303.0,2.0,2.0,400000.0,306.98388334612434
415,Ambalipura,3,1607.0,2.0,2.0,560000.0,348.4754200373367
416,Ambalipura,1,770.0,1.0,2.0,219100.0,284.54545454545456
417,Ambalipura,2,1700.0,2.0,2.0,380000.0,223.52941176470588
418,Ambalipura,2,1060.0,2.0,1.0,292500.0,275.9433962264151
419,Ambalipura,3,1650.0,3.0,3.0,500000.0,303.030303030303
420,Ambalipura,3,1607.0,2.0,2.0,560000.0,348.4754200373367
421,Ambalipura,2,1198.0,2.0,2.0,400000.0,333.889816360601
422,Ambedkar Nagar,3,1935.0,4.0,2.0,650000.0,335.9173126614987
423,Ambedkar Nagar,2,1424.0,2.0,2.0,450000.0,316.0112359550562
424,Ambedkar Nagar,3,2225.0,4.0,2.0,845000.0,379.7752808988764
425,Ambedkar Nagar,3,1862.0,3.0,2.0,600000.0,322.234156820623
426,Ambedkar Nagar,3,1850.0,4.0,3.0,695000.0,375.6756756756757
427,Ambedkar Nagar,3,1936.0,4.0,2.0,630000.0,325.41322314049586
428,Ambedkar Nagar,3,1862.0,3.0,2.0,595000.0,319.54887218045116
429,Ambedkar Nagar,2,1424.0,2.0,2.0,450000.0,316.0112359550562
430,Ambedkar Nagar,3,2150.0,4.0,2.0,625000.0,290.69767441860466
431,Ambedkar Nagar,4,3530.0,4.0,2.0,1450000.0,410.76487252124645
432,Ambedkar Nagar,3,1856.0,3.0,1.0,600000.0,323.2758620689655
433,Ambedkar Nagar,3,1852.0,3.0,2.0,650000.0,350.9719222462203
434,Ambedkar Nagar,3,1850.0,4.0,2.0,600000.0,324.3243243243243
435,Ambedkar Nagar,2,1367.0,2.0,2.0,430000.0,314.5574250182882
436,Ambedkar Nagar,4,3565.0,4.0,3.0,1275000.0,357.6437587657784
437,Ambedkar Nagar,2,1409.0,2.0,2.0,475000.0,337.11852377572745
438,Ambedkar Nagar,3,1950.0,4.0,2.0,600000.0,307.6923076923077
439,Ambedkar Nagar,3,1921.0,4.0,3.0,645000.0,335.7626236335242
440,Ambedkar Nagar,3,1920.0,4.0,2.0,605000.0,315.1041666666667
441,Ambedkar Nagar,3,1935.0,4.0,2.0,625000.0,322.99741602067184
442,Ambedkar Nagar,3,1852.0,4.0,2.0,610000.0,329.37365010799135
443,Ambedkar Nagar,3,1950.0,4.0,2.0,600000.0,307.6923076923077
444,Ambedkar Nagar,3,1852.0,3.0,2.0,625000.0,337.4730021598272
445,Ambedkar Nagar,3,1850.0,4.0,2.0,605000.0,327.02702702702703
446,Ambedkar Nagar,2,1425.0,2.0,1.0,470000.0,329.82456140350877
447,Ambedkar Nagar,3,2395.0,4.0,2.0,750000.0,313.1524008350731
448,Amruthahalli,2,900.0,2.0,1.0,200000.0,222.22222222222223
449,Amruthahalli,2,1200.0,2.0,2.0,275000.0,229.16666666666666
450,Amruthahalli,3,1900.0,3.0,1.0,675000.0,355.2631578947368
451,Amruthahalli,2,924.0,2.0,1.0,225000.0,243.5064935064935
452,Amruthahalli,2,900.0,2.0,1.0,300000.0,333.3333333333333
453,Amruthahalli,2,1100.0,2.0,1.0,225000.0,204.54545454545453
454,Amruthahalli,2,1200.0,2.0,1.0,275000.0,229.16666666666666
455,Amruthahalli,3,1350.0,2.0,3.0,315000.0,233.33333333333334
456,Amruthahalli,3,1605.0,3.0,2.0,325000.0,202.49221183800623
457,Amruthahalli,3,1700.0,3.0,2.0,385000.0,226.47058823529412
458,Amruthahalli,3,1450.0,2.0,1.0,425000.0,293.1034482758621
459,Amruthahalli,2,1200.0,2.0,2.0,275000.0,229.16666666666666
460,Amruthahalli,2,1250.0,2.0,2.0,395000.0,316.0
461,Amruthahalli,2,1190.0,2.0,2.0,250000.0,210.08403361344537
462,Amruthahalli,2,1202.0,2.0,1.0,325000.0,270.38269550748754
463,Amruthahalli,2,1340.0,2.0,1.0,375000.0,279.85074626865674
464,Amruthahalli,3,2650.0,4.0,0.0,875000.0,330.188679245283
465,Amruthahalli,3,1450.0,2.0,1.0,450000.0,310.3448275862069
466,Amruthahalli,2,1025.0,2.0,1.0,210000.0,204.8780487804878
467,Amruthahalli,1,485.0,1.0,1.0,97500.0,201.03092783505156
468,Anandapura,2,1167.0,2.0,1.0,218800.0,187.4892887746358
469,Anandapura,2,1000.0,2.0,1.0,275000.0,275.0
470,Anandapura,2,1141.0,2.0,1.0,213950.0,187.51095530236634
471,Anandapura,3,1576.0,3.0,2.0,295500.0,187.5
472,Anandapura,2,1200.0,2.0,1.0,335000.0,279.1666666666667
473,Anandapura,2,1200.0,2.0,1.0,290000.0,241.66666666666666
474,Anandapura,2,1151.0,2.0,1.0,215500.0,187.22849695916594
475,Anandapura,2,1141.0,2.0,1.0,213750.0,187.33567046450483
476,Anandapura,2,900.0,2.0,0.0,240000.0,266.6666666666667
477,Anandapura,4,1749.0,4.0,0.0,450000.0,257.28987993138935
478,Anandapura,2,1151.0,2.0,1.0,214500.0,186.35968722849697
479,Anandapura,3,1576.0,3.0,2.0,290000.0,184.01015228426397
480,Anandapura,2,1250.0,2.0,2.0,225000.0,180.0
481,Anandapura,2,875.0,2.0,1.0,285000.0,325.7142857142857
482,Anandapura,2,1151.0,2.0,1.0,215799.99999999997,187.48913987836661
483,Anandapura,2,1200.0,2.0,0.0,290000.0,241.66666666666666
484,Anandapura,3,1200.0,2.0,0.0,330000.0,275.0
485,Anandapura,3,1415.0,2.0,1.0,370000.0,261.4840989399293
486,Anandapura,2,1200.0,2.0,1.0,250000.0,208.33333333333334
487,Anandapura,2,1141.0,2.0,1.0,250000.0,219.10604732690624
488,Anandapura,3,1576.0,3.0,2.0,293500.0,186.23096446700507
489,Ananth Nagar,1,500.0,1.0,1.0,70000.0,140.0
490,Ananth Nagar,2,1100.0,2.0,2.0,157500.0,143.1818181818182
491,Ananth Nagar,2,982.0,2.0,2.0,122750.0,125.0
492,Ananth Nagar,1,500.0,2.0,2.0,70000.0,140.0
493,Ananth Nagar,2,900.0,2.0,2.0,112500.0,125.0
494,Ananth Nagar,2,908.0,2.0,1.0,130000.0,143.1718061674009
495,Ananth Nagar,2,870.0,2.0,2.0,180000.0,206.89655172413794
496,Ananth Nagar,2,937.0,2.0,1.0,175000.0,186.76627534685164
497,Ananth Nagar,2,960.0,2.0,3.0,185000.0,192.70833333333334
498,Ananth Nagar,1,500.0,1.0,1.0,70000.0,140.0
499,Ananth Nagar,2,1000.0,2.0,1.0,148500.0,148.5
500,Ananth Nagar,2,850.0,2.0,1.0,129949.99999999999,152.88235294117646
501,Ananth Nagar,2,902.0,2.0,1.0,126300.00000000001,140.02217294900223
502,Ananth Nagar,3,1470.0,3.0,2.0,270000.0,183.6734693877551
503,Ananth Nagar,2,810.0,2.0,1.0,127500.0,157.40740740740742
504,Ananth Nagar,2,890.0,2.0,1.0,135000.0,151.68539325842696
505,Ananth Nagar,2,1200.0,2.0,1.0,180000.0,150.0
506,Ananth Nagar,3,1319.0,3.0,1.0,188750.0,143.1008339651251
507,Ananth Nagar,3,1319.0,3.0,1.0,210000.0,159.2115238817286
508,Ananth Nagar,2,1000.0,2.0,3.0,125000.0,125.0
509,Ananth Nagar,2,902.0,2.0,2.0,125000.0,138.5809312638581
510,Ananth Nagar,2,930.0,2.0,1.0,129949.99999999999,139.7311827956989
511,Ananth Nagar,2,1074.0,2.0,2.0,134250.0,125.0
512,Ananth Nagar,1,500.0,1.0,1.0,70000.0,140.0
513,Ananth Nagar,2,1010.0,2.0,2.0,190000.0,188.11881188118812
514,Ananth Nagar,2,992.0,2.0,2.0,124000.0,125.0
515,Anekal,2,1200.0,1.0,1.0,180000.0,150.0
516,Anekal,2,656.0,2.0,1.0,110000.0,167.6829268292683
517,Anekal,2,620.0,2.0,1.0,110000.0,177.41935483870967
518,Anekal,1,600.0,1.0,1.0,82500.0,137.5
519,Anekal,2,925.0,2.0,1.0,200000.0,216.21621621621622
520,Anekal,1,530.0,1.0,1.0,90000.0,169.81132075471697
521,Anekal,3,1800.0,3.0,2.0,340000.0,188.88888888888889
522,Anekal,2,1200.0,1.0,1.0,180000.0,150.0
523,Anekal,1,351.0,1.0,1.0,80000.0,227.92022792022792
524,Anekal,2,1035.0,2.0,2.0,191500.0,185.024154589372
525,Anekal,2,888.0,2.0,1.0,170000.0,191.44144144144144
526,Anekal,2,1200.0,2.0,1.0,180500.0,150.41666666666666
527,Anekal,2,700.0,1.0,0.0,97000.0,138.57142857142858
528,Anekal,2,1200.0,1.0,1.0,180000.0,150.0
529,Anekal,4,1200.0,2.0,1.0,180000.0,150.0
530,Anekal,2,766.0,2.0,2.0,140000.0,182.76762402088772
531,Anekal,3,967.0,2.0,1.0,225000.0,232.6783867631851
532,Anekal,2,620.0,1.0,1.0,117500.0,189.51612903225808
533,Anekal,3,1150.0,3.0,2.0,225000.0,195.65217391304347
534,Anekal,2,1200.0,1.0,1.0,180000.0,150.0
535,Anekal,2,1200.0,1.0,1.0,180000.0,150.0
536,Anekal,1,400.0,1.0,1.0,57500.0,143.75
537,Anekal,1,456.0,1.0,1.0,75000.0,164.47368421052633
538,Anekal,2,1200.0,1.0,1.0,180000.0,150.0
539,Anekal,2,1200.0,1.0,1.0,180000.0,150.0
540,Anekal,3,2400.0,4.0,0.0,475000.0,197.91666666666666
541,Anekal,2,1200.0,2.0,1.0,180500.0,150.41666666666666
542,Anekal,2,1200.0,2.0,1.0,180500.0,150.41666666666666
543,Anekal,2,680.0,1.0,1.0,105000.0,154.41176470588235
544,Anekal,1,420.0,1.0,1.0,62500.0,148.8095238095238
545,Anekal,2,614.0,1.0,1.0,140000.0,228.01302931596092
546,Anekal,2,1140.0,2.0,2.0,260000.0,228.0701754385965
547,Anekal,2,625.0,1.0,1.0,125000.0,200.0
548,Anjanapura,4,1850.0,4.0,2.0,430000.0,232.43243243243242
549,Anjanapura,2,1070.0,2.0,2.0,195000.0,182.2429906542056
550,Anjanapura,3,1500.0,3.0,1.0,605000.0,403.3333333333333
551,Anjanapura,2,1070.0,2.0,2.0,185000.0,172.89719626168224
552,Anjanapura,2,950.0,2.0,1.0,200000.0,210.52631578947367
553,Anjanapura,3,1280.0,2.0,2.0,225000.0,175.78125
554,Anjanapura,2,710.0,2.0,0.0,125000.0,176.05633802816902
555,Anjanapura,3,1347.0,2.0,1.0,188600.0,140.01484780994804
556,Anjanapura,2,950.0,2.0,0.0,160000.0,168.42105263157896
557,Anjanapura,4,1800.0,4.0,2.0,275000.0,152.77777777777777
558,Anjanapura,3,1843.0,3.0,1.0,437700.00000000006,237.4932175800326
559,Anjanapura,2,1076.0,2.0,1.0,150650.0,140.0092936802974
560,Anjanapura,2,950.0,2.0,0.0,150000.0,157.89473684210526
561,Ardendale,3,1750.0,3.0,2.0,500000.0,285.7142857142857
562,Ardendale,4,3198.0,4.0,3.0,1000000.0,312.6954346466542
563,Ardendale,4,2422.0,4.0,2.0,800000.0,330.30553261767136
564,Ardendale,3,1750.0,3.0,3.0,500000.0,285.7142857142857
565,Ardendale,4,3200.0,4.0,1.0,1025000.0,320.3125
566,Ardendale,3,1728.0,3.0,2.0,475000.0,274.88425925925924
567,Ardendale,4,2062.0,3.0,1.0,700000.0,339.47623666343355
568,Ardendale,3,1732.46,3.0,2.0,460000.0,265.5183958071182
569,Ardendale,4,2062.0,3.0,1.0,750000.0,363.72453928225025
570,Ardendale,4,2800.0,4.0,1.0,700000.0,250.0
571,Ardendale,2,1224.0,2.0,2.0,350000.0,285.9477124183006
572,Ardendale,3,1777.26,3.0,2.0,525000.0,295.39853482326725
573,Ardendale,3,1650.0,3.0,3.0,410000.0,248.4848484848485
574,Ardendale,4,2062.0,3.0,1.0,700000.0,339.47623666343355
575,Ardendale,3,1650.0,3.0,3.0,410000.0,248.4848484848485
576,Ardendale,2,1224.0,2.0,2.0,335000.0,273.6928104575163
577,Ardendale,3,1723.0,3.0,2.0,475000.0,275.68195008705743
578,Ardendale,3,1777.26,3.0,2.0,445000.0,250.38542475495987
579,Ardendale,3,1777.26,3.0,2.0,460000.0,258.8253828927675
580,Arekere,2,1222.0,2.0,2.0,225000.0,184.12438625204584
581,Arekere,3,2060.0,3.0,2.0,700000.0,339.80582524271847
582,Arekere,2,920.0,2.0,1.0,200000.0,217.3913043478261
583,Arekere,3,1740.0,2.0,1.0,475000.0,272.98850574712645
584,Arekere,2,1190.0,2.0,2.0,275000.0,231.0924369747899
585,Arekere,1,600.0,1.0,1.0,140000.0,233.33333333333334
586,Arekere,3,2072.0,3.0,2.0,540000.0,260.6177606177606
587,Arekere,2,1100.0,2.0,2.0,275000.0,250.0
588,Arekere,3,1445.0,2.0,2.0,625000.0,432.52595155709344
589,Arekere,2,900.0,2.0,3.0,250000.0,277.77777777777777
590,Arekere,3,2060.0,3.0,2.0,750000.0,364.07766990291265
591,Arekere,4,2710.0,6.0,2.0,710000.0,261.99261992619927
592,Arekere,3,2400.0,3.0,1.0,900000.0,375.0
593,Arekere,2,1240.0,2.0,2.0,300000.0,241.93548387096774
594,Arekere,2,900.0,2.0,1.0,222500.0,247.22222222222223
595,Attibele,1,450.0,1.0,1.0,55000.0,122.22222222222223
596,Attibele,4,1600.0,4.0,0.0,264000.0,165.0
597,Attibele,2,656.0,2.0,1.0,125000.0,190.5487804878049
598,Attibele,1,400.0,1.0,1.0,55000.0,137.5
599,Attibele,1,400.0,1.0,1.0,60000.0,150.0
600,Attibele,1,400.0,1.0,1.0,70000.0,175.0
601,Attibele,1,500.0,1.0,1.0,85000.0,170.0
602,Attibele,4,2168.0,4.0,2.0,475000.0,219.0959409594096
603,Attibele,1,395.0,1.0,1.0,51250.0,129.74683544303798
604,Attibele,1,420.0,1.0,1.0,85000.0,202.38095238095238
605,Attibele,3,1639.0,2.0,1.0,204899.99999999997,125.01525320317265
606,Attibele,1,418.0,1.0,1.0,60000.0,143.54066985645932
607,Attibele,2,1200.0,2.0,2.0,210000.0,175.0
608,Attibele,1,400.0,1.0,1.0,50000.0,125.0
609,Attibele,2,695.0,1.0,1.0,125000.0,179.85611510791367
610,Attibele,2,850.0,1.0,1.0,125000.0,147.05882352941177
611,Attibele,3,2400.0,3.0,3.0,600000.0,250.0
612,Attibele,1,450.0,1.0,1.0,62500.0,138.88888888888889
613,Attibele,2,995.0,1.0,1.0,124400.0,125.0251256281407
614,Attibele,2,900.0,1.0,1.0,125000.0,138.88888888888889
615,Attibele,2,1174.0,2.0,1.0,146750.0,125.0
616,Attibele,1,782.0,1.0,0.0,97750.0,125.0
617,Attibele,2,1175.0,2.0,1.0,146900.0,125.02127659574468
618,Attibele,2,656.0,2.0,1.0,125000.0,190.5487804878049
619,Attibele,1,400.0,1.0,1.0,57500.0,143.75
620,Attibele,1,460.0,1.0,1.0,65000.0,141.30434782608697
621,Attibele,1,418.0,2.0,1.0,57500.0,137.55980861244018
622,Attibele,2,1000.0,2.0,1.0,210000.0,210.0
623,Attibele,1,550.0,1.0,1.0,57500.0,104.54545454545455
624,Attibele,2,996.0,2.0,1.0,124500.0,125.0
625,Attibele,1,410.0,1.0,1.0,50000.0,121.95121951219512
626,Attibele,3,1700.0,3.0,1.0,325000.0,191.1764705882353
627,Attibele,1,400.0,1.0,1.0,51250.0,128.125
628,Attibele,2,656.0,2.0,1.0,125000.0,190.5487804878049
629,Attibele,3,1500.0,3.0,2.0,450000.0,300.0
630,Attibele,1,520.0,1.0,1.0,75000.0,144.23076923076923
631,BEML Layout,2,1060.0,2.0,1.0,275000.0,259.4339622641509
632,BEML Layout,3,2000.0,3.0,2.0,425000.0,212.5
633,BEML Layout,2,999.0,2.0,3.0,225000.0,225.22522522522522
635,BEML Layout,5,2400.0,4.0,1.0,1125000.0,468.75
636,BEML Layout,3,2000.0,2.0,2.0,425000.0,212.5
637,BEML Layout,2,1194.0,2.0,1.0,325000.0,272.19430485762143
638,BEML Layout,2,1200.0,2.0,2.0,335000.0,279.1666666666667
639,BEML Layout,2,2400.0,2.0,1.0,1140000.0,475.0
640,BEML Layout,3,2000.0,3.0,2.0,425000.0,212.5
641,BEML Layout,3,2000.0,3.0,2.0,425000.0,212.5
642,BEML Layout,2,1194.0,2.0,1.0,325000.0,272.19430485762143
643,BTM 2nd Stage,3,1260.0,5.0,1.0,925000.0,734.1269841269841
644,BTM 2nd Stage,2,950.0,2.0,1.0,260000.0,273.6842105263158
645,BTM 2nd Stage,3,1850.0,3.0,1.0,850000.0,459.4594594594595
646,BTM 2nd Stage,2,1200.0,2.0,2.0,400000.0,333.3333333333333
647,BTM 2nd Stage,2,1274.0,2.0,2.0,350000.0,274.72527472527474
648,BTM 2nd Stage,3,1250.0,3.0,1.0,250000.0,200.0
649,BTM 2nd Stage,2,1070.0,2.0,1.0,240000.0,224.29906542056074
650,BTM 2nd Stage,2,1280.0,2.0,2.0,400000.0,312.5
651,BTM 2nd Stage,2,1100.0,2.0,2.0,350000.0,318.1818181818182
652,BTM 2nd Stage,2,1000.0,2.0,2.0,290000.0,290.0
653,BTM 2nd Stage,5,2990.0,5.0,3.0,2080000.0,695.6521739130435
654,BTM 2nd Stage,2,1265.0,2.0,2.0,275000.0,217.3913043478261
655,BTM 2nd Stage,3,2200.0,3.0,3.0,1100000.0,500.0
656,BTM 2nd Stage,3,2780.0,4.0,1.0,1625000.0,584.5323741007194
657,BTM 2nd Stage,3,2400.0,2.0,0.0,1800000.0,750.0
658,BTM 2nd Stage,2,965.0,2.0,2.0,280000.0,290.1554404145078
659,BTM 2nd Stage,2,1147.0,2.0,1.0,375000.0,326.93984306887535
660,BTM 2nd Stage,3,1750.0,3.0,3.0,860000.0,491.42857142857144
661,BTM 2nd Stage,2,1400.0,2.0,3.0,450000.0,321.42857142857144
662,BTM 2nd Stage,2,1200.0,2.0,2.0,350000.0,291.6666666666667
663,BTM 2nd Stage,2,1100.0,2.0,2.0,235000.0,213.63636363636363
664,BTM 2nd Stage,2,930.0,2.0,2.0,230000.0,247.31182795698925
665,BTM 2nd Stage,3,1265.0,2.0,3.0,275000.0,217.3913043478261
666,BTM 2nd Stage,3,2500.0,3.0,2.0,1725000.0,690.0
667,BTM Layout,2,1150.0,2.0,2.0,315000.0,273.9130434782609
668,BTM Layout,6,3300.0,6.0,3.0,825000.0,250.0
669,BTM Layout,3,1450.0,2.0,2.0,405000.0,279.3103448275862
670,BTM Layout,3,1776.0,2.0,3.0,375000.0,211.14864864864865
671,BTM Layout,3,1458.0,3.0,2.0,395000.0,270.9190672153635
672,BTM Layout,2,935.0,2.0,1.0,257500.0,275.40106951871655
673,BTM Layout,2,1020.0,2.0,1.0,232500.0,227.94117647058823
674,BTM Layout,3,1600.0,3.0,2.0,560000.0,350.0
675,BTM Layout,3,1300.0,2.0,1.0,375000.0,288.46153846153845
676,BTM Layout,3,1540.0,2.0,2.0,390000.0,253.24675324675326
677,BTM Layout,1,450.0,1.0,1.0,100000.0,222.22222222222223
678,BTM Layout,3,2400.0,3.0,2.0,1100000.0,458.3333333333333
679,BTM Layout,2,1196.0,2.0,2.0,284050.0,237.5
680,BTM Layout,3,1470.0,2.0,2.0,495000.0,336.734693877551
681,Babusapalaya,3,1358.0,2.0,1.0,217000.0,159.79381443298968
682,Babusapalaya,3,1213.0,2.0,2.0,206950.0,170.61005770816158
683,Babusapalaya,3,1611.0,2.0,2.0,330000.0,204.84171322160148
684,Babusapalaya,3,1167.0,2.0,2.0,199899.99999999997,171.29391602399312
685,Babusapalaya,3,1675.0,3.0,3.0,375000.0,223.88059701492537
686,Babusapalaya,2,1141.0,2.0,1.0,230000.0,201.57756354075372
687,Babusapalaya,2,1084.0,2.0,1.0,290000.0,267.52767527675275
688,Babusapalaya,2,1500.0,2.0,2.0,285000.0,190.0
689,Babusapalaya,3,1453.0,2.0,2.0,217950.00000000003,150.00000000000003
690,Babusapalaya,2,1050.0,2.0,3.0,225000.0,214.28571428571428
691,Babusapalaya,2,1141.0,2.0,1.0,229500.0,201.1393514460999
692,Babusapalaya,3,1358.0,2.0,1.0,215500.0,158.68924889543447
693,Babusapalaya,3,1230.0,3.0,3.0,265000.0,215.4471544715447
694,Babusapalaya,2,1105.0,2.0,1.0,200000.0,180.99547511312218
695,Babusapalaya,3,1410.0,2.0,3.0,325000.0,230.4964539007092
696,Babusapalaya,2,1305.0,2.0,1.0,350000.0,268.1992337164751
697,Babusapalaya,2,1450.0,2.0,1.0,279950.0,193.06896551724137
698,Babusapalaya,2,1100.0,2.0,2.0,190000.0,172.72727272727272
699,Babusapalaya,3,1213.0,2.0,1.0,181850.0,149.91755976916735
700,Babusapalaya,2,1061.0,2.0,1.0,169200.00000000003,159.47219604147034
701,Babusapalaya,2,1061.0,2.0,1.0,194750.0,183.55325164938736
702,Babusapalaya,2,1061.0,2.0,1.0,170000.0,160.22620169651273
703,Babusapalaya,2,1245.0,2.0,2.0,290000.0,232.93172690763052
704,Badavala Nagar,3,1494.0,2.0,2.0,472750.0,316.43239625167337
705,Badavala Nagar,2,1274.0,2.0,1.0,405000.0,317.89638932496075
706,Badavala Nagar,3,1842.0,3.0,2.0,575000.0,312.1606948968512
707,Badavala Nagar,3,1494.0,2.0,2.0,472750.0,316.43239625167337
708,Badavala Nagar,2,1274.0,2.0,1.0,405000.0,317.89638932496075
709,Badavala Nagar,3,1494.0,2.0,2.0,472750.0,316.43239625167337
710,Badavala Nagar,3,1842.0,3.0,2.0,575000.0,312.1606948968512
711,Badavala Nagar,3,1842.0,3.0,2.0,575000.0,312.1606948968512
712,Badavala Nagar,3,1842.0,3.0,2.0,575000.0,312.1606948968512
713,Balagere,2,1210.0,2.0,1.0,404500.0,334.297520661157
714,Balagere,2,1210.0,2.0,1.0,360000.0,297.5206611570248
715,Balagere,2,1205.0,2.0,1.0,392500.0,325.72614107883817
716,Balagere,1,790.5,1.0,0.0,209500.0,265.022137887413
717,Balagere,2,1145.0,2.0,2.0,325000.0,283.8427947598253
718,Balagere,2,1012.0,2.0,1.0,272950.0,269.7134387351779
719,Balagere,2,1020.07,2.0,1.0,341900.0,335.17307635750484
720,Balagere,2,1205.47,2.0,1.0,405000.0,335.9685433897152
721,Balagere,2,1007.0,2.0,1.0,325000.0,322.7408142999007
722,Balagere,2,1205.0,2.0,1.0,350000.0,290.4564315352697
723,Balagere,2,1210.0,2.0,1.0,370000.0,305.78512396694214
724,Balagere,2,1210.0,2.0,1.0,415000.0,342.97520661157023
725,Balagere,1,675.0,1.0,1.0,225000.0,333.3333333333333
726,Balagere,1,656.0,1.0,1.0,215000.0,327.7439024390244
727,Balagere,2,1012.0,2.0,1.0,272950.0,269.7134387351779
728,Balagere,2,1012.0,2.0,1.0,320000.0,316.20553359683794
729,Balagere,2,1007.0,2.0,1.0,310000.0,307.84508440913606
730,Balagere,2,1007.0,2.0,1.0,335000.0,332.6713008937438
731,Balagere,2,1007.0,2.0,1.0,330000.0,327.70605759682223
732,Balagere,2,1205.0,2.0,1.0,319300.0,264.9792531120332
733,Balagere,2,1012.0,2.0,1.0,267900.0,264.72332015810275
734,Balagere,1,645.0,1.0,1.0,170900.0,264.9612403100775
735,Balagere,2,1007.0,2.0,1.0,265000.0,263.1578947368421
736,Balagere,2,1210.0,2.0,1.0,345000.0,285.12396694214874
737,Balagere,1,790.5,1.0,0.0,211475.0,267.52055660974065
738,Balagere,2,1012.0,2.0,1.0,325000.0,321.14624505928856
739,Balagere,1,656.0,1.0,1.0,193850.00000000003,295.50304878048786
740,Balagere,1,645.0,1.0,1.0,195000.0,302.3255813953488
741,Balagere,1,645.0,1.0,1.0,205000.0,317.82945736434107
